# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       1.283      219.000      388.238  1072265.594
       1.287      268.900      388.238  1072265.594
       1.291        0.000      388.238  1072265.594
       1.295      231.300      388.238  1072265.609
       1.299      304.200      388.488  1072265.590
       1.306      315.600      392.805  1072424.844
       1.312      296.400      393.305  1072424.852
       1.319      155.600      393.430  1072424.855
       1.325      289.300      394.180  1072424.852
       1.332      147.800      394.430  1072424.852
       1.339        0.000      394.430  1072504.875
       1.343      272.400      394.555  1072504.875
       1.347        0.000      394.680  1072504.875
       1.350      242.800      395.320  1072504.871
       1.355      299.900      396.195  1072504.879
       1.361      150.500      396.945  1072504.875
       1.368      434.500      398.977  1072507.320
       1.377      245.100      404.961  1072577.539
       1.389      385.600      405.586  1072577.547
       1.403      315.600      407.184  1072724.305
       1.415      281.800      407.809  1072724.309
       1.422      302.900      408.707  1072724.309
       1.429      163.000      409.207  1072724.309
       1.435      437.800      409.332  1072788.582
       1.442      140.100      409.457  1072868.602
       1.449      425.500      409.707  1072868.605
       1.456      283.600      409.957  1072868.613
       1.463      403.800      410.793  1072868.934
       1.473      293.600      411.043  1072868.934
       1.479      300.500      411.043  1072868.938
       1.486      166.000      411.293  1072868.938
       1.492        0.000      411.793  1072868.934
       1.498      453.600      412.418  1072868.934
       1.505      142.600      413.961  1072868.934
       1.512      700.400      415.836  1072948.953
       1.519        0.000      417.336  1072948.949
       1.526      442.000      419.336  1072948.949
       1.537      526.300      422.086  1072948.957
       1.549      307.500      425.840  1072948.945
       1.562      278.700      428.691  1072948.223
       1.569      214.900      430.066  1072948.227
       1.578      144.200      431.191  1073028.250
       1.585      461.500      432.191  1073028.250
       1.592      124.400      433.441  1073028.246
       1.600      434.800      435.316  1073108.273
       1.609      338.800      436.066  1073108.273
       1.615      168.600      436.875  1073108.273
       1.621      447.000      437.125  1073108.277
       1.627      145.100      437.750  1073108.273
       1.634      410.800      438.500  1073108.270
       1.642      211.400      439.250  1073108.262
       1.651      645.100      439.375  1073108.262
       1.659        0.000      439.375  1073108.262
       1.664      452.300      437.719  1073188.289
       1.671      209.600      437.969  1073188.289
       1.675      704.700      442.176  1073188.285
       1.681      157.100      442.176  1073204.289
       1.687      184.000      442.176  1073268.301
       1.693      236.200      442.551  1073268.301
       1.701      157.200      442.926  1073268.301
       1.708      325.600      443.301  1073268.301
       1.714      325.400      444.348  1073268.305
       1.720        0.000      444.723  1073268.305
       1.724      253.400      445.031  1073268.297
       1.728      565.200      445.031  1073268.301
       1.733        0.000      445.156  1073268.305
       1.738      303.300      445.531  1073268.305
       1.745      290.900      445.906  1073268.305
       1.751      574.600      446.531  1073268.305
       1.758      298.800      447.156  1073268.305
       1.765      314.000      448.156  1073268.305
       1.771      161.400      449.031  1073268.309
       1.778      450.000      450.281  1073268.309
       1.784      149.600      451.031  1073268.309
       1.791      294.400      451.156  1073268.309
       1.798      287.200      451.156  1073268.309
       1.805      156.900      451.156  1073268.309
       1.811      463.100      455.223  1073268.309
       1.818      270.200      459.340  1073268.309
       1.825      272.600      459.340  1073268.305
       1.832      434.700      459.340  1073268.301
       1.839      171.200      459.340  1073268.301
       1.845        0.000      459.340  1073268.301
       1.851      528.500      459.340  1073268.301
       1.857      152.300      459.465  1073268.301
       1.864      280.600      459.465  1073268.301
       1.871        0.000      459.465  1073268.301
       1.876      432.500      459.465  1073268.301
       1.881      259.500      459.465  1073268.301
       1.885      280.500      459.465  1073268.301
       1.888        0.000      459.465  1073268.301
       1.892        0.000      459.465  1073268.301
       1.896      367.200      459.465  1073268.309
       1.902        0.000      459.465  1073268.305
       1.906      184.900      459.465  1073268.305
       1.912        0.000      459.465  1073268.305
       1.916      252.000      459.465  1073268.305
       1.920        0.000      459.465  1073268.305
       1.924        0.000      459.465  1073268.305
       1.928      280.200      459.465  1073268.305
       1.932        0.000      459.465  1073268.305
       1.936        0.000      459.465  1073268.305
       1.940      459.100      459.465  1073268.305
       1.945        0.000      459.465  1073268.305
       1.949      463.500      461.699  1073271.129
       1.955      154.900      462.766  1073272.551
       1.962      596.000      462.941  1073272.543
       1.968      163.500      463.551  1073272.555
       1.975      594.100      463.551  1073272.551
       1.981        0.000      464.105  1073272.551
       1.988      442.600      464.355  1073272.555
       1.995      157.500      464.480  1073272.551
       2.001      299.300      465.105  1073272.559
       2.008      465.200      465.355  1073272.551
       2.014      152.500      466.488  1073272.758
       2.021      281.900      468.875  1073275.445
       2.028      287.500      469.676  1073275.547
       2.035      286.900      476.992  1073285.066
       2.042      144.600      480.340  1073287.570
       2.049      413.000      483.070  1073290.559
       2.056      156.200      487.582  1073296.480
       2.062      435.000      490.539  1073299.465
       2.069      284.800      495.258  1073305.379
       2.076      591.400      495.258  1073305.383
       2.083      141.100      495.383  1073305.383
       2.090      375.200      495.508  1073305.387
       2.095      152.200      495.508  1073305.383
       2.102        0.000      495.660  1073305.383
       2.106      327.900      495.910  1073305.371
       2.112      301.800      495.910  1073385.387
       2.122      293.200      495.910  1073385.387
       2.129      311.400      495.910  1073385.387
       2.135      141.100      497.277  1073386.809
       2.143      276.200      497.832  1073386.816
       2.150      271.400      497.832  1073386.812
       2.157        0.000      497.957  1073386.809
       2.162      516.000      497.957  1073386.812
       2.168        0.000      498.082  1073386.812
       2.174      449.300      498.371  1073386.820
       2.181      458.900      498.938  1073386.914
       2.187        0.000      498.938  1073466.934
       2.194      436.900      499.062  1073546.957
       2.201      289.700      499.062  1073546.953
       2.208      559.600      499.062  1073546.953
       2.215      276.200      499.062  1073546.953
       2.223      137.200      499.688  1073546.957
       2.230      445.000      499.938  1073546.957
       2.237      142.000      500.062  1073546.957
       2.244      161.100      500.312  1073546.957
       2.250      439.200      500.438  1073546.957
       2.257      287.400      500.562  1073546.957
       2.264      294.600      500.562  1073546.957
       2.271      153.100      500.812  1073546.957
       2.277      295.500      500.812  1073546.957
       2.284        0.000      500.812  1073546.957
       2.291      179.900      501.062  1073546.957
       2.296      263.200      501.312  1073546.957
       2.300        0.000      501.562  1073546.957
       2.303      240.100      501.812  1073546.961
       2.308      213.000      502.188  1073546.961
       2.312      260.000      502.188  1073546.961
       2.316        0.000      502.188  1073546.961
       2.320      280.600      502.188  1073546.961
       2.323        0.000      502.188  1073546.961
       2.327        0.000      502.812  1073546.957
       2.332        0.000      503.438  1073546.953
       2.335        0.000      503.812  1073546.953
       2.339      281.400      504.438  1073546.957
       2.342      346.100      505.816  1073546.953
       2.348      338.000      506.441  1073546.957
       2.354      185.500      508.012  1073548.703
       2.360      195.500      508.684  1073548.840
       2.365      203.300      508.684  1073548.840
       2.370      196.100      508.934  1073548.836
       2.375      195.300      508.934  1073548.844
       2.380        0.000      509.059  1073548.840
       2.383      281.600      509.359  1073548.848
       2.387        0.000      509.359  1073548.852
       2.391        0.000      509.629  1073548.848
       2.394      268.200      509.629  1073548.852
       2.398        0.000      512.105  1073550.895
       2.401        0.000      512.355  1073550.895
       2.405        0.000      512.480  1073550.895
       2.409      287.200      512.605  1073550.895
       2.412      275.700      512.730  1073550.895
       2.416        0.000      512.855  1073550.895
       2.419      281.400      512.855  1073550.895
       2.423        0.000      512.980  1073550.887
       2.426      282.200      513.480  1073550.887
       2.430      278.100      513.855  1073550.887
       2.433        0.000      513.980  1073550.887
       2.437      282.700      514.105  1073550.887
       2.441        0.000      514.230  1073550.887
       2.444        0.000      514.355  1073550.887
       2.448      284.900      514.480  1073550.887
       2.451        0.000      514.605  1073550.887
       2.455        0.000      514.605  1073550.887
       2.458      280.600      514.730  1073550.887
       2.462        0.000      515.039  1073550.891
       2.465        0.000      516.164  1073550.891
       2.469      284.800      516.289  1073550.891
       2.472        0.000      516.414  1073550.891
       2.476        0.000      516.539  1073550.891
       2.479      282.200      516.539  1073550.891
       2.483        0.000      516.664  1073550.891
       2.486        0.000      516.789  1073550.891
       2.490      275.600      516.914  1073550.891
       2.494        0.000      517.039  1073550.891
       2.497        0.000      517.164  1073550.891
       2.501      287.300      517.289  1073550.891
       2.504        0.000      517.414  1073550.891
       2.508        0.000      517.539  1073550.891
       2.511      284.400      517.664  1073550.891
       2.515        0.000      517.789  1073550.891
       2.518        0.000      517.789  1073550.891
       2.522      284.800      517.914  1073550.891
       2.525        0.000      518.465  1073551.098
       2.529        0.000      518.715  1073551.102
       2.532      213.300      518.840  1073551.094
       2.537      320.900      519.242  1073551.098
       2.544      166.500      519.500  1073551.090
       2.550      179.100      519.875  1073551.090
