# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     423.624      296.200     2042.824  2422816.449
     423.651      285.300     2042.949  2422816.453
     423.679      285.400     2043.324  2422816.453
     423.703      287.600     2044.074  2422816.453
     423.731      294.300     2047.699  2422816.453
     423.758      299.400     2050.074  2422816.445
     423.785      274.500     2051.949  2422816.445
     423.811      249.200     2052.215  2422816.453
     423.827       75.100     2052.215  2422816.453
     423.840      259.400     2054.871  2422816.445
     423.863      316.000     2055.246  2422816.453
     423.892      285.900     2055.371  2422816.445
     423.920      285.600     2055.371  2422816.449
     423.948      318.500     2055.746  2422816.445
     423.976      287.700     2057.621  2422816.445
     424.004      306.200     2059.371  2422816.449
     424.036      291.300     2063.625  2422820.035
     424.064      323.800     2066.379  2422820.031
     424.092      306.900     2068.004  2422820.031
     424.118      276.900     2070.379  2423060.094
     424.143      264.100     2072.129  2423060.098
     424.169      180.900     2073.254  2423060.090
     424.191      241.500     2074.504  2423060.094
     424.216      337.100     2076.754  2423060.086
     424.243      278.700     2077.504  2423060.086
     424.268      253.800     2078.254  2423060.090
     424.292      276.400     2078.754  2423060.090
     424.313      290.600     2079.504  2423060.098
     424.334      230.000     2079.629  2423060.086
     424.356      292.000     2080.129  2423060.090
     424.380      231.900     2080.254  2423060.102
     424.401      308.300     2080.379  2423060.105
     424.424      330.700     2080.754  2423060.094
     424.448      248.100     2081.129  2423060.098
     424.468      195.300     2081.508  2423060.102
     424.489      278.100     2082.133  2423060.094
     424.511      195.000     2082.508  2423060.098
     424.526      222.800     2082.508  2423060.109
     424.539      304.600     2082.633  2423060.098
     424.562      291.000     2083.008  2423060.105
     424.586      299.200     2083.508  2423060.113
     424.610      270.200     2084.383  2423060.102
     424.632      298.100     2085.133  2423060.105
     424.655      353.800     2086.383  2423060.105
     424.678      258.200     2087.008  2423060.113
     424.697      318.400     2088.258  2423060.102
     424.719      273.400     2089.258  2423060.102
     424.741      286.600     2090.383  2423060.102
     424.762      303.700     2091.383  2423060.109
     424.782      278.400     2092.633  2423060.102
     424.804      285.700     2093.883  2423060.102
     424.825      301.800     2095.508  2423060.102
     424.848      293.700     2097.258  2423060.102
     424.865       75.800     2098.008  2423060.105
     424.878       75.900     2098.508  2423060.109
     424.891      150.900     2099.258  2423060.105
     424.904       75.800     2100.258  2423060.105
     424.918       74.800     2100.508  2423060.105
     424.931       75.900     2101.258  2423060.105
     424.944      149.900     2101.758  2423060.109
     424.958       74.300     2102.508  2423060.109
     424.971       73.400     2102.883  2423060.105
     424.985      150.700     2104.586  2423060.312
     424.998       75.300     1891.809  2154837.652
     425.011      149.400     1891.809  2154837.652
     425.025        0.000     1891.809  2154837.652
     425.038        0.000     1914.609  2421912.891
     425.051       74.800     1921.383  2421949.215
     425.065       76.100     1924.988  2421952.184
     425.078      226.100     1928.188  2421958.434
     425.091       75.800     1935.363  2421964.250
     425.104        0.000     1941.691  2421969.488
     425.117      151.700     1943.375  2421969.625
     425.131       75.900     1944.387  2421969.902
     425.144       74.700     1945.137  2421969.902
     425.157      151.900     1945.820  2421969.898
     425.170       76.500     1951.270  2421976.223
     425.183        0.000     1951.746  2421976.418
     425.197      132.100     1954.559  2422281.680
     425.212      147.900     1958.184  2422281.684
     425.232      167.400     1959.434  2422281.684
     425.256      190.300     1960.184  2422281.688
     425.272      224.300     1962.059  2422282.000
     425.294      275.300     1966.559  2422282.141
     425.320      171.900     1976.934  2422284.172
     425.337       74.900     1977.809  2422284.266
     425.350      148.100     1978.434  2422284.266
     425.364      147.800     1978.684  2422364.305
     425.377       85.100     1979.434  2422364.316
     425.401       74.800     1979.809  2422364.320
     425.414       74.700     1980.184  2422364.324
     425.428      148.400     1980.559  2422364.320
     425.441       75.600     1981.809  2422364.320
     425.454      150.300     1982.309  2422364.312
     425.468       74.800     1982.684  2422364.320
     425.481      152.300     1983.559  2422364.316
     425.494       74.800     1984.309  2422364.453
     425.507       75.300     1984.809  2422364.445
     425.521      151.200     1985.184  2422364.449
     425.534        0.000     1985.684  2422364.453
     425.547      148.300     1986.953  2422365.457
     425.561       75.100     1988.609  2422365.469
     425.574       74.200     1995.125  2422365.688
     425.588      147.200     1995.750  2422365.695
     425.601      148.800     1996.375  2422365.695
     425.615       74.300     1996.500  2422365.695
     425.628       75.200     1996.754  2422365.688
     425.641      149.100     1997.004  2422365.680
     425.655       75.000     1997.129  2422365.680
     425.668       75.300     1997.379  2422365.672
     425.681       75.000     1997.629  2422365.680
     425.695       75.000     1998.004  2422365.672
     425.708      150.200     1998.254  2422365.676
     425.721       74.900     1998.629  2422365.684
     425.735      150.000     1998.754  2422365.680
     425.748       75.700     1999.004  2422365.684
     425.761      151.100     1999.129  2422365.676
     425.775       74.900     1999.633  2422365.684
     425.788       74.500     1999.758  2422365.691
     425.801       75.600     2000.008  2422365.680
     425.815       74.700     2000.258  2422365.664
     425.828      147.200     2000.383  2422365.656
     425.842      271.700     2001.383  2422365.664
     425.867      280.000     2002.008  2422365.664
     425.892      281.300     2002.383  2422365.660
     425.917      267.700     2002.883  2422445.684
     425.940      274.600     2003.508  2422445.684
     425.965       57.500     2003.633  2422445.684
     425.982      107.300     2003.883  2422445.684
     426.001       93.200     2004.008  2422445.684
     426.023      151.600     2004.512  2422445.691
     426.042      283.900     2004.887  2422445.688
     426.067      232.900     2005.512  2422445.684
     426.093      253.200     2006.277  2422445.680
     426.113      240.100     2007.027  2422445.688
     426.138      269.000     2007.402  2422445.684
     426.164      286.900     2007.777  2422445.684
     426.188      308.700     2009.402  2422445.680
     426.214      267.000     2010.652  2422445.688
     426.240      253.900     2012.527  2422445.676
     426.268      226.400     2012.902  2422445.680
     426.294      321.300     2014.402  2422445.684
     426.325      236.700     2015.652  2422445.676
     426.346      311.800     2018.027  2422445.688
     426.372      285.300     2020.152  2422445.688
     426.397       74.400     2020.328  2422445.688
     426.410      271.000     2021.953  2422445.695
     426.432      278.400     2022.328  2422445.688
     426.457      338.000     2022.328  2422445.684
     426.484      266.800     2022.578  2422445.688
     426.510      333.500     2022.578  2422445.684
     426.537      287.200     2022.703  2422445.680
     426.565      287.900     2022.828  2422445.684
     426.593      294.200     2023.203  2422445.680
     426.620      296.900     2023.203  2422445.688
     426.647      299.600     2023.328  2422445.684
     426.674      225.300     2024.703  2422445.684
     426.700      145.900     2026.898  2422453.754
     426.714       73.800     2027.273  2422453.754
